"host","title","price_norm","sku","link","image"
"aceseeds.org","2 Guawi Feminizada","500","Guawi_feminized_seeds-1","https://www.aceseeds.org/semillas/3-guawi-feminizada/",""
"aceseeds.org","3 Thai A5 Haze Feminizada","500","ThaiA5Haze_feminized_seeds-1","https://www.aceseeds.org/semillas/3-thai-a5-haze-feminizada/",""
"aceseeds.org","A5 Haze x PCK I+D Regular","80","A5HazexPCK_regular_seeds","https://www.aceseeds.org/semillas/a5hazexpck-semillas-regulares/",""
"aceseeds.org","A5 Haze x Zamaldelica I+D Regular","80","A5HazexZamaldelica_regular_seeds","https://www.aceseeds.org/semillas/a5hazexzamaldelica-semillas-regulares/",""
"aceseeds.org","ACE Mix Feminizada","21","ACE_Mix_Feminized_cheap_seeds","https://www.aceseeds.org/semillas/ace-mix-feminizada-semillas-baratas/",""
"aceseeds.org","ACE Mix Regular","21","ACE_Mix_regular_cheap_seeds","https://www.aceseeds.org/semillas/ace-mix-regular-semillas-baratas/",""
"aceseeds.org","Afgana Maruf Selección Roja Regular","150","Afghan_Maruf_24_Red_Selection_regular_seeds","https://www.aceseeds.org/semillas/afgana-maruf-seleccion-roja-semillas-regulares/",""
"aceseeds.org","Afgana Nawa Selección Élite Regular","150","Afghan_Nawa_Elite_regular_seeds","https://www.aceseeds.org/semillas/afgana-nawa-seleccion-elite-semillas-regulares/",""
"aceseeds.org","Bangi Congo x Zamaldelica I+D Regular","50","BangiCongoxZamaldelica_regular","https://www.aceseeds.org/semillas/bangicongoxzamaldelica-regular/",""
"aceseeds.org","Bangi Haze Regular","35","Bangi_Haze_regular_seeds","https://www.aceseeds.org/semillas/bangi-haze-semillas-regulares/",""
"aceseeds.org","Bangi Haze x ErdPurt I+D Regular","50","BangiHazexErdPurt_regular_seeds","https://www.aceseeds.org/semillas/bangihazexerdpurt-regular/",""
"aceseeds.org","C5 Haze x Kali China Feminizada","65","C5HazexKaliChina_feminized_seeds","https://www.aceseeds.org/semillas/c5-haze-x-kali-china-semillas-feminizadas/",""
"aceseeds.org","C5 Haze x Panama I+D Regular","65","C5HazexPanama_regular-seeds","https://www.aceseeds.org/semillas/c5-haze-x-panama-id-regular/",""
"aceseeds.org","C5 Haze x Zamaldelica I+D Regular","65","C5HazexZamaldelica_regular-seeds","https://www.aceseeds.org/semillas/c5hazexzamaldelica-regular/",""
"aceseeds.org","Cachemira Regular","35","Kashmir_regular_seeds","https://www.aceseeds.org/semillas/cachemira-semillas-regulares/",""
"aceseeds.org","CBD # 1 x Panama I+D Feminizada","32,5","CBD1xPanama_feminized_seeds","https://www.aceseeds.org/semillas/cbd1xpanama-semillas-feminizadas/",""
"aceseeds.org","CBD # 1 x PCK morada 2002 I+D Feminizada","32,5","CBD1xPurplePCK 2002_feminized-seeds","https://www.aceseeds.org/semillas/cbd1xpurplepck-2002-semillas-feminizadas/",""
"aceseeds.org","CBD # 5 x ErdPurt I+D Regular","32,5","CBD5xErdPurt_regular_seeds","https://www.aceseeds.org/semillas/cbd5xerdpurt-semillas-regulares/",""
"aceseeds.org","China Yunnan Regular","35","China_Yunnan_regular_seeds","https://www.aceseeds.org/semillas/china-yunnan-semillas-regulares/",""
"aceseeds.org","Congo Feminizada","15","Congo_feminized_seeds","https://www.aceseeds.org/semillas/congo-semillas-feminizadas/",""
"aceseeds.org","Congo Regular","35","Congo_regular_seeds","https://www.aceseeds.org/semillas/congo-semillas-regulares/",""
"aceseeds.org","Congo x A5 Haze I+D Feminizada","65","CongoxA5haze_feminized_seeds","https://www.aceseeds.org/semillas/congosxa5haze-semillas-feminizadas/",""
"aceseeds.org","Congo x Zamaldelica I+D Regular","50","CongoxZamaldelica_regular-seeds","https://www.aceseeds.org/semillas/congo-x-zamaldelica-id-semillas-regulares/",""
"aceseeds.org","ErdPurt Feminizada","7,5","ErdPurt_feminized_seeds","https://www.aceseeds.org/semillas/erdpurt-semillas-feminizadas/",""
"aceseeds.org","ErdPurt Regular","17,5","ErdPurt_regular_seeds","https://www.aceseeds.org/semillas/erdpurt-semillas-regulares/",""
"aceseeds.org","ErdPurt x Panama I+D Feminizada","50","ErdPurtxPanama_feminized_seeds","https://www.aceseeds.org/semillas/erdpurtxpanama-semillas-feminizadas/",""
"aceseeds.org","Etíope Regular","35","Ethiopia_regular_seeds","https://www.aceseeds.org/semillas/etiopia-semillas-regulares/",""
"aceseeds.org","Golden Tiger Regular","35","Golden_Tiger_regular_seeds","https://www.aceseeds.org/semillas/golden-tiger-semillas-regulares/",""
"aceseeds.org","Golden Tiger x ErdPurt I+D Regular","50","GoldenTigerxErdPurt_regular","https://www.aceseeds.org/semillas/goldentigerxerdpurt-regular/",""
"aceseeds.org","Green Haze #19 x Zamaldelica I+D Regular","50","GreenHazexZamaldelica_regular_seeds","https://www.aceseeds.org/semillas/greenhazexzamaldelica-semillas-regulares/",""
"aceseeds.org","Guawi Feminizada","15","Guawi_feminized_seeds","https://www.aceseeds.org/semillas/guawi-semillas-feminizadas/",""
"aceseeds.org","Hangkrarok Champion Seeds Regular","30","Hangkrarok-Champion-regular-seeds","https://www.aceseeds.org/semillas/hangkrarok-champion-semillas-regulares/",""
"aceseeds.org","HashPlant Haze x Malawi I+D Regular","65","HashPlantHazexMalawi_regular_seeds","https://www.aceseeds.org/semillas/hashplanthazexmalawi-semillas-regulares/",""
"aceseeds.org","12 HashTonic Regular","500","HashTonic_regular_seeds-1","https://www.aceseeds.org/semillas/hashtonic-regular-copia/",""
"aceseeds.org","Haze X Kali China Feminizada","15","HazexKaliChina_feminized_seeds","https://www.aceseeds.org/semillas/hazexkalichina-semillas-feminizadas/",""
"aceseeds.org","Himalaya Snow Regular","50","Himalaya_Snow_regular_seeds","https://www.aceseeds.org/semillas/himalaya-snow-semillas-regulares/",""
"aceseeds.org","Honduras Regular","35","Honduras_regular_seeds","https://www.aceseeds.org/semillas/honduras-semillas-regulares/",""
"aceseeds.org","Juanita x ErdPurt I+D Regular","32,5","JuanitaxErdPurt_regular_seeds","https://www.aceseeds.org/semillas/juanitaxerdpurt-semillas-regulares/",""
"aceseeds.org","Juanita x Malawi I+D Feminizada","65","JuanitaxMalawi_feminized_seeds","https://www.aceseeds.org/semillas/juanitaxmalawi-semillas-feminizadas/",""
"aceseeds.org","Kali China Feminizada","15","Kali_China_feminized_seeds","https://www.aceseeds.org/semillas/kali-china-semillas-feminizadas/",""
"aceseeds.org","Kalidonia Feminizada","50","Kalidonia_feminized_seeds","https://www.aceseeds.org/semillas/kalidonia-semillas-feminizadas/",""
"aceseeds.org","Killer A5 Haze Feminizada","18","Killer_A5_Haze_feminized_seeds","https://www.aceseeds.org/semillas/killer-a5-haze-semillas-feminizadas/",""
"aceseeds.org","Lao Highland Regular","48","Lao_Highland_regular_seeds","https://www.aceseeds.org/semillas/lao-highland-semillas-regulares/",""
"aceseeds.org","Lavender x ErdPurt I+D Regular","65","LavenderxErdPurt_regular_seeds","https://www.aceseeds.org/semillas/lavenderxerdpurt-semillas-regulares/",""
"aceseeds.org","Líbano Regular","17,5","Lebanese_regular_seeds","https://www.aceseeds.org/semillas/libano-semillas-regulares/",""
"aceseeds.org","Malawi / PCK #47 morada x ErdPurt I+D Regular","50","MalawiPCKxErdPurt_regular_seeds","https://www.aceseeds.org/semillas/malawipckxerdpurt-semillas-regulares/",""
"aceseeds.org","Malawi / PCK #47 morada x Nueva Malawi asesina I+D Feminizada","50","MalawiPCKxNewMalawiKiller_feminized_seeds","https://www.aceseeds.org/semillas/malawipckxnewmalawikiller-fem/",""
"aceseeds.org","Malawi Feminizada","15","Malawi_feminized_seeds","https://www.aceseeds.org/semillas/malawi-semillas-feminizadas/",""
"aceseeds.org","Malawi Regular","45","Malawi_regular_seeds","https://www.aceseeds.org/semillas/malawi-semillas-regulares/",""
"aceseeds.org","Malawi x Panamá Regular","35","malawixpanama_regular_seeds","https://www.aceseeds.org/semillas/malawixpanama-semillas-regulares/",""
"aceseeds.org","12 Marruecos Beldia Kif Regular","500","Moroccan_Beldia_Kif_regular_seeds-1","https://www.aceseeds.org/semillas/marruecos-beldia-kif-regular-copia/",""
"aceseeds.org","Marruecos Beldia Kif Regular","13","Moroccan_Beldia_Kif_regular_seeds","https://www.aceseeds.org/semillas/marruecos-beldia-kif-semillas-regulares/",""
"aceseeds.org","Mekhong Classic Regular","55","Mekhong_Classic_regular-seeds","https://www.aceseeds.org/semillas/mekhong-classic-semillas-regulares/",""
"aceseeds.org","Nepal Annapurna Regular","26","Nepal_Annapurna_regular_seeds","https://www.aceseeds.org/semillas/nepal-annapurna-semillas-regulares/",""
"aceseeds.org","12 Nepal Jam Regular","500","Nepal_Jam_regular_seeds-1","https://www.aceseeds.org/semillas/nepal-jam-regular-copia/",""
"aceseeds.org","Nepal Jam Regular","35","Nepal_Jam_regular_seeds","https://www.aceseeds.org/semillas/nepal-jam-semillas-regulares/",""
"aceseeds.org","Oaxaca A5 Haze feminizada","15","Oaxaca_A5_Haze_feminized_seeds","https://www.aceseeds.org/semillas/oaxaca-x-a5-haze-semillas-feminizadas/",""
"aceseeds.org","Oaxaca x Zamaldelica I+D Regular","80","OaxacaxZamaldelica_regular-seeds","https://www.aceseeds.org/semillas/oaxaca-x-zamaldelica-id-regular-seeds/",""
"aceseeds.org","Oldtimer&#8217;s Haze Regular","45","Oldtimers_Haze_regular_seeds","https://www.aceseeds.org/semillas/oldtimers-haze-semillas-regulares/",""
"aceseeds.org","6 Orient Express Feminizada","500","Orient_Express_feminized_seeds-1","https://www.aceseeds.org/semillas/orient-express-feminizada-copia/",""
"aceseeds.org","Orient Express Feminizada","15","Orient_Express_feminized_seeds","https://www.aceseeds.org/semillas/orient-express-semillas-feminizadas/",""
"aceseeds.org","Orient Express Regular","35","orient_express_regular_seeds","https://www.aceseeds.org/semillas/orient-express-semillas-regulares/",""
"aceseeds.org","Pakistan Chitral Kush Regular","45","Pakistan_Chitral_Kush_regular_seeds","https://www.aceseeds.org/semillas/pakistan-chitral-kush-semillas-regulares/",""
"aceseeds.org","Panama A5 Haze Feminizada","80","Panama_A5_Haze_feminized_seeds","https://www.aceseeds.org/semillas/panama-a5-haze-semillas-feminizadas/",""
"aceseeds.org","Panama Haze Feminizada","15","Panama_Haze_feminized_seeds","https://www.aceseeds.org/semillas/panama-haze-semillas-feminizadas/",""
"aceseeds.org","Panama Feminizada","15","Panama_feminized_seeds","https://www.aceseeds.org/semillas/panama-semillas-feminizadas/",""
"aceseeds.org","Panama Regular","45","Panama_regular_seeds","https://www.aceseeds.org/semillas/panama-semillas-regulares/",""
"aceseeds.org","Panama x ErdPurt I+D Regular","50","PanamaxErdPurt_regular_seeds","https://www.aceseeds.org/semillas/panamaxerdpurt-semillas-regulares/",""
"aceseeds.org","Pulwama F2 Regular","100","Pulwama_f2_regular_seeds","https://www.aceseeds.org/semillas/pulwama-f2-semillas-regulares/",""
"aceseeds.org","6 Purple Haze x Malawi Feminizada","500","Purple_HazexMalawi_feminized_seeds-1","https://www.aceseeds.org/semillas/purple-haze-x-malawi-feminizada-copia/",""
"aceseeds.org","Purple Haze x Malawi Feminizada","15","Purple_HazexMalawi_feminized_seeds","https://www.aceseeds.org/semillas/purple-hazexmalawi-semillas-feminizadas/",""
"aceseeds.org","Purple Haze x Malawi Regular","35","Purple_HazexMalawi_regular_seeds","https://www.aceseeds.org/semillas/purple-hazexmalawi-semillas-regulares/",""
"aceseeds.org","Purple Haze #23 x Thai Chiang Mai I+D Regular","65","PurpleHazexThaiChiangMai_regular_seeds","https://www.aceseeds.org/semillas/purplehazexthaichiangmai-semillas-regulares/",""
"aceseeds.org","Purple Haze #23 x Zamaldelica I+D Regular","65","PurpleHazexZamaldelica_regular_seeds","https://www.aceseeds.org/semillas/purplehazexzamaldelica-semillas-regulares/",""
"aceseeds.org","Malawi Morada x ErdPurt I+D Regular","50","PurpleMalawixErdPurt_regular_seeds","https://www.aceseeds.org/semillas/purplemalawixerdpurt-semillas-regulares/",""
"aceseeds.org","Baluchistán Quetta Selección Morada #1 Regular","150","Quetta_Purple_Selection1_regular_seeds","https://www.aceseeds.org/semillas/quetta-seleccion-morada1-semillas-regulares/",""
"aceseeds.org","Romulan «BX1» Regular","150","RomulanBx1_regular_seeds","https://www.aceseeds.org/semillas/romulan-bx1-semillas-regulares/",""
"aceseeds.org","Rudra Solvent Feminizada","80","Rudra_Solvent_feminized_seeds","https://www.aceseeds.org/semillas/rudra-solvent-semillas-feminizadas/",""
"aceseeds.org","Siberian Ruderalis Feminizada","32,5","Siberian_Ruderalis_Feminized_Seeds","https://www.aceseeds.org/semillas/siberian-ruderalis-semillas-feminizadas/",""
"blimburnseeds.com","Amsterdam Legends","46","BF154415451546","https://blimburnseeds.com/amsterdam-legends-dutch-classics/",""
"blimburnseeds.com","Apple Fritter Autoflower HMC Edition","42","HM00031","https://blimburnseeds.com/apple-fritter-autoflower-hmc-edition/",""
"blimburnseeds.com","Apple Tartz Pre Roll","12","PRO007","https://blimburnseeds.com/apple-tartz-pre-roll/",""
"blimburnseeds.com","Beginners Pack","46","BF149915001501","https://blimburnseeds.com/beginners-pack-easy-start/",""
"blimburnseeds.com","Blackberry Moonrocks Auto HMC Edition","42","HM00042","https://blimburnseeds.com/blackberry-moonrocks-auto-hmc-edition/",""
"blimburnseeds.com","Blackberry Moonrocks HMC Edition","42","HM00004","https://blimburnseeds.com/blackberry-moonrocks-hmc/",""
"blimburnseeds.com","Blue Dream HMC Edition","49","HM00012","https://blimburnseeds.com/blue-dream-hmc/",""
"blimburnseeds.com","Blue Runtz Clones","39","CL0003","https://blimburnseeds.com/blue-runtz-clones/",""
"blimburnseeds.com","Blue Zushi","17,5","BF1566","https://blimburnseeds.com/blue-zushi/",""
"blimburnseeds.com","Candy Games #25","60","HVG003","https://blimburnseeds.com/candy-games-25/",""
"blimburnseeds.com","Candy Games #38","60","HVG004","https://blimburnseeds.com/candy-games-38/",""
"blimburnseeds.com","Cap Junky HMC Edition","42","HM00014","https://blimburnseeds.com/cap-junky-hmc/",""
"blimburnseeds.com","CBD Collection","46","BC102810291030","https://blimburnseeds.com/cbd-collection-cbd-essentials/",""
"blimburnseeds.com","Cement Shoes THCA Flower","40","JAR017","https://blimburnseeds.com/cement-shoes-thca-flower/",""
"blimburnseeds.com","Classics Edition","46","BF1754303497","https://blimburnseeds.com/classics-edition/",""
"blimburnseeds.com","Double Runtz clones","39","CL0005","https://blimburnseeds.com/double-runtz-clones/",""
"blimburnseeds.com","Durban Poison Autoflower HMC Edition","42","HM00045","https://blimburnseeds.com/durban-poison-autoflower-hmc-edition/",""
"blimburnseeds.com","Easy Button Auto","60","HVG005","https://blimburnseeds.com/easy-button-auto/",""
"blimburnseeds.com","F1 AUTO","72","BA122812291230","https://blimburnseeds.com/f1-auto-next-gen-autoflowers/",""
"blimburnseeds.com","F1 FEM","72","BF149614971498","https://blimburnseeds.com/f1-fem-hybrid-vigor/",""
"blimburnseeds.com","Fast Growers","46","BF150215031504","https://blimburnseeds.com/fast-growers-quick-bloom/",""
"blimburnseeds.com","Fruity Loops","17,5","BF1564","https://blimburnseeds.com/fruity-loops/",""
"blimburnseeds.com","Fuelato Pre Roll","12","PRO006","https://blimburnseeds.com/fuelato-pre-roll/",""
"blimburnseeds.com","Game Over","60","HVG009","https://blimburnseeds.com/game-over/",""
"blimburnseeds.com","Gelato HMC Edition","55","HM00026","https://blimburnseeds.com/gelato-hmc/",""
"blimburnseeds.com","Gelato Pre Roll","12","PRO001","https://blimburnseeds.com/gelato-pre-roll/",""
"blimburnseeds.com","Gelato THCA Flower","40","JAR006","https://blimburnseeds.com/gelato-thca-flower/",""
"blimburnseeds.com","Ghost Train Haze HMC Edition","42","HM00015","https://blimburnseeds.com/ghost-train-haze-hmc/",""
"blimburnseeds.com","Godfather OG Auto HMC Edition","42","HM00049","https://blimburnseeds.com/godfather-og-auto-hmc/",""
"blimburnseeds.com","Gorilla Glue #4 Autoflower HMC Edition","42","HM00030","https://blimburnseeds.com/gorilla-glue-4-autoflower-hmc-edition/",""
"blimburnseeds.com","Gorilla Glue 4 HMC Edition","55","HM00008","https://blimburnseeds.com/gorilla-glue-4-hmc/",""
"blimburnseeds.com","Gorilla Glue G4 THCA Flower","40","JAR005","https://blimburnseeds.com/gorilla-glue-g4-thca-flower/",""
"blimburnseeds.com","Hash Burger","17,5","BF1569","https://blimburnseeds.com/hash-burger/",""
"blimburnseeds.com","High Yield Selection Fem","46","BF1754303499","https://blimburnseeds.com/high-yield-selection-fem/",""
"blimburnseeds.com","Illemonati clones","39","CL0009","https://blimburnseeds.com/illemonati-clones/",""
"blimburnseeds.com","Indica Elite Auto","46","BF1754303495","https://blimburnseeds.com/indica-elite-auto/",""
"blimburnseeds.com","John Connor","17,5","BF1567","https://blimburnseeds.com/john-connor/",""
"blimburnseeds.com","Jokerz Candy THCA Flower","40","JAR002","https://blimburnseeds.com/jokerz-candy-thca-flower/",""
"blimburnseeds.com","Key Lime Jack","17,5","BF1454","https://blimburnseeds.com/key-lime-jack/",""
"blimburnseeds.com","Knockout","60","HVG010","https://blimburnseeds.com/knockout/",""
"blimburnseeds.com","Kush Collection","46","BF150815091510","https://blimburnseeds.com/kush-collection-earthy-strength/",""
"blimburnseeds.com","Lemon Cherry Gelato","17,5","BF1455","https://blimburnseeds.com/lemon-cherry-gelato/",""
"blimburnseeds.com","London Pound Cake Pre Roll","12","PRO010","https://blimburnseeds.com/london-pound-cake-pre-roll/",""
"blimburnseeds.com","Mamba Negra HMC Edition","49","HM00039","https://blimburnseeds.com/mamba-negra-hmc-edition/",""
"blimburnseeds.com","Maui Waui HMC Edition","42","HM00024","https://blimburnseeds.com/maui-waui-hmc/",""
"blimburnseeds.com","Mimosa HMC Edition","42","HM00011","https://blimburnseeds.com/mimosa-hmc/",""
"blimburnseeds.com","Moonlight Calm","46","BF153215331534","https://blimburnseeds.com/moonlight-calm-night-serenity/",""
"blimburnseeds.com","Sativa Elite Auto","46","BF1754303493","https://blimburnseeds.com/pack-sativas-auto/",""
"blimburnseeds.com","Peachez","17,5","BF1458","https://blimburnseeds.com/peachez/",""
"blimburnseeds.com","Peanut Butter Breath HMC Edition","42","HM00022","https://blimburnseeds.com/peanut-butter-breath-hmc/",""
"blimburnseeds.com","Permanent Marker HMC Edition","42","HM00006","https://blimburnseeds.com/permanent-marker-hmc/",""
"blimburnseeds.com","Permanent Marker x Banana Cream","17,5","BF1558","https://blimburnseeds.com/permanent-marker-x-banana-cream/",""
"blimburnseeds.com","Permanent Marker x Lemon Cherry","17,5","BF1557","https://blimburnseeds.com/permanent-marker-x-lemon-cherry/",""
"blimburnseeds.com","Permanent Marker x Rs11","17,5","BF1555","https://blimburnseeds.com/permanent-marker-x-rs11/",""
"blimburnseeds.com","Permanent Marker x White Runtz","17,5","BF1556","https://blimburnseeds.com/permanent-marker-x-white-runtz/",""
"blimburnseeds.com","Pineapple Daddy Auto","60","HVG014","https://blimburnseeds.com/pineapple-daddy-auto/",""
"blimburnseeds.com","Platinum OG clones","39","CL0014","https://blimburnseeds.com/platinum-og-clones/",""
"blimburnseeds.com","Purple Haze THCA Flower","40","JAR015","https://blimburnseeds.com/purple-haze-thca-flower/",""
"blimburnseeds.com","Purple Lemonade Autoflower HMC Edition","42","HM00044","https://blimburnseeds.com/purple-lemonade-autoflower-hmc/",""
"blimburnseeds.com","Purple Star Killer HMC Edition","42","HM00016","https://blimburnseeds.com/purple-star-killer-hmc/",""
"blimburnseeds.com","Reshipment fee for returned order","15","","https://blimburnseeds.com/reshipment-fee-for-returned-order/",""
"blimburnseeds.com","Ricky Bobby HMC Edition","42","HM00033","https://blimburnseeds.com/ricky-bobby-hmc/",""
"blimburnseeds.com","RS11 Pre Roll","12","PRO002","https://blimburnseeds.com/rs11-pre-roll/",""
"blimburnseeds.com","Sativa Elite Fem","46","BF1754303494","https://blimburnseeds.com/sativa-elite-fem/",""
"blimburnseeds.com","Scrambler Haze HMC Edition","49","HM00013","https://blimburnseeds.com/scrambler-haze-hmc/",""
"blimburnseeds.com","Shortcut Auto","60","HVG017","https://blimburnseeds.com/shortcut-auto/",""
"blimburnseeds.com","Skunk Collection","46","BF151115121513","https://blimburnseeds.com/skunk-collection-classic-funk/",""
"blimburnseeds.com","Sleepy Joe HMC Edition","42","HM00019","https://blimburnseeds.com/sleepy-joe-strain-hmc/",""
"blimburnseeds.com","Stoned Panda HMC Edition","49","HM00007","https://blimburnseeds.com/stoned-panda-hmc/",""
"blimburnseeds.com","Strawberry Gary","17,5","BF1565","https://blimburnseeds.com/strawberry-gary/",""
"blimburnseeds.com","Super Boof Auto","17,5","BA1206","https://blimburnseeds.com/super-boof-auto/",""
"blimburnseeds.com","Super Boof THCA Flower","40","JAR010","https://blimburnseeds.com/super-boof-thca-flower/",""
"blimburnseeds.com","Sweet 16","60","HVG016","https://blimburnseeds.com/sweet-16/",""
"blimburnseeds.com","The Toad HMC Edition","42","HM00035","https://blimburnseeds.com/the-toad-hmc/",""
"blimburnseeds.com","Tiramisu THCA Flower","40","JAR011","https://blimburnseeds.com/tiramisu-thca-flower/",""
"blimburnseeds.com","USA Breeders","46","BF153815391540","https://blimburnseeds.com/usa-breeders-american-icons/",""
"blimburnseeds.com","Widow Collection","46","BF151415151516","https://blimburnseeds.com/widow-collection-frosted-force/",""
"blimburnseeds.com","Winners Collection","46","BF1754303492","https://blimburnseeds.com/winners-collection/",""
"blimburnseeds.com","Zombie Death Fuck HMC Edition","49","HM00034","https://blimburnseeds.com/zombie-death-fuck-hmc-edition/",""
"blimburnseeds.com","Z Runtz Pre Roll","12","PRO009","https://blimburnseeds.com/z-runtz-pre-roll/",""
"blimburnseeds.com","Z Runtz THCA Flower","40","JAR012","https://blimburnseeds.com/z-runtz-thca-flower/",""
"bulkseedbank.org","AUTO BUBBLEGUM EXTRA","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-bubblegum-extra-2/",""
"bulkseedbank.org","AUTO CARAMEL KING","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-caramel-king-2/",""
"bulkseedbank.org","AUTO COFFE ROCKET","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-coffe-rocket-2/",""
"bulkseedbank.org","AUTO CRITICAL","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-critical-2/",""
"bulkseedbank.org","AUTO DOSIDOS ROCKETOS","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-dosidos-rocketos-2/",""
"bulkseedbank.org","AUTO DUBAI POISON","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-dubai-poison-2/",""
"bulkseedbank.org","AUTO GRANDE CRACK","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-grande-crack-3/",""
"bulkseedbank.org","AUTO GUERILLA GLUE","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-guerilla-glue-2/",""
"bulkseedbank.org","AUTO MANDALIME JUICE","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-mandalime-juice-2/",""
"bulkseedbank.org","AUTO NORTHERN LIGHT","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-northern-light-2/",""
"bulkseedbank.org","AUTO ORIGINAL ORANGE BUD","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-original-orange-bud-2/",""
"bulkseedbank.org","AUTO PERFECT POWER PLANT","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-perfect-power-plant-2/",""
"bulkseedbank.org","AUTO PSYCHEDELIC","17,5","","https://bulkseedbank.org/cannabis-seeds/autoflowering-seeds/auto-psychedelic-2/",""
